Original|Translated
Elder Stand|장로의 보금자리
Dreamshrine Basin|몽환사원 분지
Seat of the Primus|시초자의 권좌
Ny'alotha|나이알로사
Vision of Destiny|운명의 환영
Annex of Prophecy|계시의 관
Garden of Night|밤의 정원
The Ritual Chamber|의식의 방
The Hive|군락
Maw of Gor'ma|고르마의 아귀
Spawning Pit|산란의 구덩이
Chamber of Rebirth|환생의 방
Warren of Decay|부패의 소굴
Twilight Landing|황혼내림
Terrace of Desolation|황폐의 단상
Den of Transfusion|수혈의 동굴
N'Zoth|느조스
Locus of Infinite Truths|무한한 진실의 공간
Butchers Block|도살자 구역
Blighted Scar|황폐한 흉터
Gormhive|게걸충 둥지
Etheric Vault|에테르 창고
Grove of Awakening|각성의 숲
Blackhound Outpost|칠흑사냥단 감시초소
Wrangler Pit|사냥꾼 구덩이
Cliffs of Respite|유예의 절벽
Eventide Grove|어스름 숲
The Stabbing Wastes|쑤셔오는 황무지
The Necrotic Wake|죽음의 상흔
Tirna Glayn|티르너 글레인
Grove of Terror|공포의 숲
The Walk of Recollection|기억의 산책길
Tirnenn's Rest|티르넨의 안식처
Gormhive Defense Wall|게걸충 둥지 방어벽
Claw's Edge|발톱 벼랑
Rotting Mound|썩어가는 언덕
Windshorn Expanse|바람뿔 벌판
The Umbral Forests|암영 숲
Calcis|칼시스
Kaithe Overlook|카이드 전망대
Hive Mother's Grotto|군락 어미의 암굴
Ruined Passage|버려진 통로
Maw Entrance Area|나락 입구 지역
Cocyrus|코퀴로스
The Tremaculum|나락의 구렁
Ruin's Cradle|폐허의 요람
Marrow's Coppice|뼈의 무덤
Prodigum|허망의 동굴
Penderghast|매달린 평원
Ravener's Lament|약탈자의 비탄 봉우리
Face of Oblivion|망각의 표면
Altar of Domination|지배의 제단
The Fearstalker's Lodge|공포추적자의 별장
Plaguefall|역병 몰락지
Felscar Breach|지옥흉터 틈
Root-Home|본거지
Pit of Anguish|고뇌의 동굴
The Blade Crypt|칼날 납골당
Scaplian Ridge|스카플리안 마루
Starlit Overlook|별빛 전망대
Prime Siegeworks|원시 공성작업장
Ragebringer Terrace|분노인도자 단상
Unyielding Assembly|불굴의 회합실
Plague Watch|역병 감시터
Burning Thicket|불타는 숲
Chamber of Inner Calm|내적인 평온의 방
Castle Nathria (Scenario)|나스리아 성채
De Other Side|저편
Maldrxxus Covenant Finale Scenario|말드락서스 성약의 단 최종 시나리오
Darkreach|어둠마루
The Ember Court|잿불 궁정
Hall of Chains|사슬의 전당
Shimmering Pools|반짝이는 연못
Spider's Watch|거미의 감시터
Mists of Tirna Scithe|티르너 사이드의 안개
Zolramus|조르라무스
Hole in the Wall|구멍난 성벽
Renard's Den|레나드의 소굴
Nurakkir|누락키르
Toxxulanar|톡수라나르
Doug Land|더그의 땅
Forlorn Respite|황량한 휴식처
Body Banks|신체 저장고
Thread House|실타래의 거처
Amputory|절단실
Blistering Bog|부글거리는 수렁
Hidden Glade|숨겨진 터
Furrowed Glen|이랑진 골짜기
Shattered Grove|조각난 숲
Queen's Conservatory|여왕의 정원
Mad Duke's Parlor|미치광이 공작의 응접실
Exaltation Rise|찬미의 전망대
Desolate Hollow|황폐의 동굴
Fungal Terminus|진균 종착지
Gleaming Overlook|반짝이는 전망대
The Ring|버섯고리
Stillglade|고요한 터
Vault of Memory|기억의 석실
Vault of the Archon|집정관의 보관소
Shattered Span|부서진 교각
Tirna Scithe|티르너 사이드
Mistveil Tangle|안개장막 덩굴숲
Oaken Assembly|참나무 회합지
Forgotten Chamber|잊힌 방
Xandria's Vigil|잔드리아의 망루
Skoldus Hall|스콜더스의 전당
The Spike|가시 첨탑
The Fracture Chambers|골절의 방
The Soulforges|영혼 제련실
Detrithos|잔해지대
Valley of a Thousand Legs|일천 다리의 협곡
Dusky Grotto|어스름한 암굴
The Resting Hole|휴식굴
Progenitor Zone Area 1|창시자 지역 1
Underweald|지하숲
Coldheart Interstitia|얼음심장의 간극
Mort'regar|모르트레가르
The Upper Reaches|상층부
The Sinposium|죄악 회의소
Aspirant's Awakening|열망자의 각성
Sightless Hold|보이지 않는 자의 소굴
The Master's Keep|주인의 요새
Forge of Pestilence|역병 제작소
The Broken Tower|무너진 탑
Bubbling Wastes|부글거리는 황무지
Virulent Mire|맹독의 늪
Oozing Fields|수액 지대
The Festering Sanctum|썩어가는 성소
Putrefied Forest|부패된 숲
Empyrean Domain|창공의 영지
The In-Between|중계지
The Observatorium|관측실
Nightcloak Sanctum|어둠망토 성소
Ve'nari's Refuge|베나리의 은거처
Chambers of Misery|고통의 방
Coldheart Halls|얼음심장 전당
Stygian Abyss|저승의 심연
Cinderwall Spire|잿불벽 첨탑
Flesh Stitchery|살점 봉제소
Soryn's Meadow|소린의 초원
Haetio's Solace|해티오의 쉼터
The Jagged Coast|뾰족 해안
Alluvium Hollow|충적물 동굴
The Forgotten Forge|잊힌 용광로
Fate's Precipice|운명의 벼랑
Ascension Coliseum|승천의 원형경기장
Molten Forge|용암 제련소
The Abandoned Purlieu|버려진 변두리
Terrace of Inner Grace|내적인 기품의 뜰
The Grim Harvest|불결한 수확지
The Final Toll|최후의 종소리
Fall of Courage|용기의 몰락지
Trench of the Enders|종결자의 도랑
Bridge of Contrition|뉘우침의 다리
The Defiled Altar|부정한 제단
Death's Roar|죽음의 포효
The Forgotten Retreat|잊힌 은거처
The Distant Grotto|머나먼 보금자리
The Faraway Pools|아득한 연못
Arkelios' Solace|아르켈리오스의 쉼터
Kala's Den|칼라의 동굴
The Reagentry|재료의 터
The Grimoirium|마법서 서고
Hall of Tomes|고서의 전당
Hall of Elixirs|비약의 전당
Hall of Sorcery|마법의 전당
Hungering Wastes|굶주린 황무지
Soulstained Fields|더럽혀진 영혼의 평원
Prime Arcanum|시초의 영소
Chill's Reach|한기의 손길
Ring of Transference|전이의 고리
Ring of Fates|운명의 고리
Vigil of the Endless|무한의 경계
Shrine of the Silver Wind|은빛 바람의 제단
Miri's Chapel|미리의 예배당
Honor's Ascent|명예의 승천길
Gardens of Repose|영면의 정원
The Resplendent Gardens|빛나는 화원
Atrium of Piety|믿음의 안뜰
Secluded Auritory|외딴 예배당
Font of Fealty|충성의 샘
Seat of the Archon|집정관의 권좌
The Sorcerous Steps|마술의 층계
Path of Wisdom|지혜의 길
The Runecarver's Oubliette|룬조각사의 비밀감옥
Hall of Blades|칼날의 전당
Hall of Cantrips|주문의 전당
Hall of Ichor|영액의 전당
Vault of Souls|영혼 보관소
Mother's Den|어미의 소굴
Echoing Caverns|메아리치는 동굴
Death's Howl|죽음의 울음소리
Torturer's Hovel|고문관의 거처
Spire of War|전쟁의 첨탑
Zereth Mortis|제레스 모르티스
Dawnkeep|새벽요새
Extractor's Sanatorium|추출자의 요양소
Stanikos's Hollow|스타니코스의 동굴
Veiled Enclave|장막의 동굴
Woeful Cavern|불행의 동굴
Highland Path|고원길
Escape from the Maw|나락에서 탈출
Sixfold Recluse|식스폴드의 은둔지
Sanctum of Domination|지배의 성소
Terrace of the Collectors|수집가의 터
Wrath of the Jailer|간수의 분노
Korthia|코르시아
The Sepulcher of the First Ones|태초의 존재의 매장터
The Adamant Vaults|철화의 석실
Tazavesh, the Veiled Market|미지의 시장 타자베쉬
Volo's Homestead|볼로의 농장
Fungal Wasteland|포자 황무지
Overgrown Canopy|우거진 거처
Edge of Darkness|어둠의 끝자락
Lug'thun's Crater|러그툰의 분화구
Felspinner Nest|지옥그물거미 둥지
Sanctuary of Guidance|인도의 성역
Keeper's Respite|수호자의 안식처
Mauler's Outlook|투사의 망루
Scholar's Den|학자의 은신처
Seeker's Quorum|구도자의 성원
Windswept Aerie|바람맞이 둥지
Hope's Ascent|희망의 오르막
Vault of Secrets|비밀의 금고
Haven|안식처
9.1 Campaign|9.1 대장정
Dragon Isles|용의 섬
The Waking Shores|깨어나는 해안
Ohn'ahran Plains|온아라 평야
The Azure Span|하늘빛 평원
Thaldraszus|탈드라서스
Tormentors of Torghast|토르가스트의 고문관
Reliquary of Remembrance|회고의 성물함
Pinnacle of Domination|지배의 정점
Edge of the Abyss|심연의 끝자락
Cave of Secrets|비밀의 굴
Pilgrim's Grace|순례자의 은총
Resonant Peaks|공명의 봉우리
Cavern of Contemplation|사색의 동굴
Helgarde Keep|헬가드 요새
Crest of Clarity|청명의 정상
Emerald Gardens|에메랄드 정원
Chamber of the Sigil|인장의 방
Estuary of Awakening|각성의 강어귀
The Path of Understanding|이해의 길
Ta Repository|타 보관소
Cradle of Nascence|신생의 요람
Faith's Repose|믿음의 보금자리
Chamber of Knowledge|지식의 방
Chamber of Wisdom|지혜의 방
Exile's Hollow|추방자의 굴
The Rift|균열의 공간
The Chained Precipice|사슬의 벼랑
Gromit Hollow|뿔동이 동굴
Untamed Verdure|거친 신록
Restless Wetlands|안식 없는 저습지
Scalecracker Keep|비늘파괴자 성채
Provis Esper|영혼 공급지
Provis Fauna|동물군 공급지
Site Ka'a|카아 구역
Plain of Actualization|구체화의 평원
Life-Binder Conservatory|생명의 어머니의 정원
Uktulut Backwater|우크툴루트 후미
Concord Observatory|화합의 관측소
The Lost Path|잊힌 길
Flayscale Camp|비늘해체 야영지
Overflowing Rapids|범람하는 여울
The Overflowing Spring|넘치는 샘
Obsidian Citadel|흑요석 성채
Hudson's Rock|허드슨의 바위
Burning Ascent|불타는 승천길
Dragonbane Keep|용의 파멸 성채
Scalecracker Peaks|비늘파괴자 봉우리
Wild Coast|야생의 해안
Dragonheart Outpost|용심장 전초기지
Skytop Observatory|하늘마루 관측소
Life Vault Ruins|생명의 금고 폐허
Hornswog Hollow|용뿔두꺼비 숲
Ruby Lifeshrine|루비 생명의 제단
Ruby Life Pools|루비 생명의 웅덩이
Crumbling Life Archway|무너지는 생명의 홍예길
Flashfrost Enclave|섬광서리 거주지
Hatchery Observatory|부화장 관측소
Dragonscale Basecamp|용비늘 기지
Wild Preserve|야생의 보존지
Apex Canopy|최정상 거처
Lev'al Rock Isle|레발 바위섬
Apex Observatory|최정상 관측소
Obsidian Observatory|흑요석 관측소
Obsidian Bulwark|흑요석 보루
Rockfang Ravine|돌송곳니 협곡
Sepulcher of the First Ones|태초의 존재의 매장터
Timberstep Outpost|나무계단 전초 기지
Choral Residium|합창의 잔흔
Mirewood Fen|수렁나무 늪지대
Horn of Drusahl|드루살의 뿔피리
Aylaag Outpost|아일라그 전초기지
Reedwhistle Bay|갈대피리 만
Mudfin Village|흙지느러미 마을
Rusza'thar Reach|루사타르 요새
Shikaar Highlands|시카르 고원
Storm Drake Roost|폭풍 비룡 보금자리
Crypts of the Eternal|영원의 묘실
The Carving Winds|절단의 바람
Forkriver Crossing|갈래지류 교차로
The Dread Portal|공황의 차원문
Endless Sands|끝없는 모래
Arrangement Index|배열의 지침
Deserted Overlook|모래 전망대
Windsong Rise|바람노래 마루
Sylvan Glade|녹음의 숲
Cloverwood Hollow|세잎나무 터
Maruukai|마루카이
Ohn'ahra's Roost|온아라의 보금자리
Nelthazan Ruins|넬타잔 폐허
Emberwatch|잿불 감시터
The Slumbering Vault|잠자는 금고
The Forbidden Reach|금지된 해안
Field of Ferocity|야성의 전장
Daruukhan|다루칸
Broadhoof Outpost|넓은발굽 전초기지
Kaighan Camp|카이간 야영지
Ohn'iri Springs|온이르 샘
Ohn'ir Geysers|온이르 간헐천
Ridgewater Retreat|물마루 은신처
Mirror of the Sky|하늘의 거울
Szar Skeleth|차르 스켈레스
Teerakai|티라카이
The Eternal Kurgans|영원한 쿠르간
Nokhudon Hold|노쿠드 요새
Zovaal's Grasp|조바알의 손아귀
Terrace of Formation|형성의 터
Catalyst Gardens|촉매 정원
Geometric Cavern|기하의 굴
Veiled Ossuary|장막의 납골당
Algeth'ar Academy|알게타르 대학
Algeth'era Court|알게테라 안뜰
Eclipse Lake|해그늘 호수
Drake Grotto|비룡 동굴
Chittering Caverns|딸깍뼈 동굴
Fetid Encampment|악취 나는 야영지
Tyrhold|티르홀드
Tyrhold Reservoir|티르홀드 저수지
Gelikyr Overlook|겔리키르 전망대
Thunderspine Thicket|천둥가시 숲
Lexical Glade|어휘의 터
The War Creche|전쟁의 요람
The Old Weyrn Grounds|옛 웨이른 땅
Stormsunder Crater|폭풍분리 분화구
Caldera of the Menders|치유사의 함몰지
Froststone Vault|서리석 금고
Aerie Chasm|맹금의 균열
Gardens of Unity|단결의 정원
South Hold Gate|남쪽 요새 관문
Garden Shrine|정원 제단
Misty Vale|안개의 골짜기
Stormshroud Peak|폭풍안개 봉우리
Shifting Sands|흐르는 모래
Temporal Conflux|시간의 합일점
DefunctThaldraszusarea|탈드라서스 지역
Eon's Fringe|영겁의 끝자락
Sand-Lost Sanctum|모래에 묻힌 성소
The Flowing Forest|흐르는 숲
Passage of Time|시간의 통로
Azure Archives|하늘빛 기록 보관소
Kauriq Gleamlet|카우리크 미명만
Pleasant Hill|여유의 언덕
Imbu|임부
Timbertooth Trail|나무이빨 산길
Rockhide Village|바위가죽 마을
Rustpine Den|녹소나무 소굴
Shiverweb Vale|오한그물 골짜기
Camp Antonidas|안토니다스 야영지
Cobalt Assembly|코발트 전당
Slyvern Plunge|슬라이번 침식곡
Iskaara|이스카라
Gorloc Shore|골록 해안
Chamber of Shaping|성형의 방
Protoform Repository|원생형태 보관소
Path of Inception|근원의 길
Genesis Vestibule|기원의 회랑
Big Tree Hills|큰나무 언덕
Traitor's Rest|배신자의 안식처
Djardin Cliff Camp|자라딘 절벽 야영지
Drake Hatchery|비룡 부화장
Brackenhide Hollow|담쟁이가죽 골짜기
Brackenhide Waterhole|담쟁이가죽 물구덩이
Kalthraz Fortress|칼스라즈 요새
Darktooth Pond|어둠이빨 연못
Cobalt Library|코발트 도서관
Creektooth Den|개울이빨 소굴
Vakthros Range|바크스로스 산맥
Frost Giant Cliffs|서리 거인 절벽
Winterpelt Hollow|겨울가죽 공동
Misty Canyon|안개의 협곡
Camp Nowhere|두멧골 야영지
Upper Frostlands|상부 서리지대
Bluefeather Cliffs|푸른깃 절벽
Valdrakken|발드라켄
Gelikyr Post|겔리키르 초소
East Shrine|동쪽 제단
Shadow Pass|그늘진 고개
Rebellious Cliffs|반동의 절벽
Serene Dreams Spa|평온의 꿈 온천
The Great Veldt|광활한 초원
Provis Strata|지층 공급지
Talonlords' Perch|갈퀴군주의 감시대
Steelcliff Passage|강철벼랑 통행로
Scaleborn Pass|비늘살이 통행로
Shadow Ledge|어둠 절벽 지대
The Cascades|폭포수
Steelcliff Rampart|강철벼랑 망루
Aqueduct Basin|수로 분지
The Petitioner's Concourse|탄원자의 광장
Sealed Titan Facility|봉인된 티탄 시설
Wild Cliffs|야생의 절벽
Provis Flora|식물군 공급지
Provis Terra|대지 공급지
Temporal Overlook|시간의 전망대
Tuskarr Ice Elemental Cave|투스카르 얼음의 정령 동굴
Whaler's Nook|고래잡이의 귀퉁이
Tower of Iskhdormi|이스크도르미의 탑
Three-Falls Lookout|세갈래 폭포 망루
Ruins of Karnthar|카른타르의 폐허
Terrestial Cache|현세의 저장소
Gravid Repose|수태의 휴식처
Grimtusk's Hideaway|음울엄니의 은신처
Drake Eye's Pond|비룡안 연못
Scalewatch Caverns|비늘감시 동굴
Theron's Watch|테론의 감시터
Antecedent Isle|선조의 섬
Dimensional Falls|차원의 폭포
Catalyst Wards|촉매의 성역
Primordial Vale|태고의 골짜기
Ancient Bough|고대의 가지
Roaring Dragonsprings|울부짖는 용온천
Brackenhide Brambles|담쟁이가죽 덤불숲
Forge of Afterlives|사후 제련소
Ageless Shards|불로의 파편
Droning Precipice|벌떼 벼랑
Blooming Foundry|생기의 주조소
Zelthrak Outpost|젤스라크 전초기지
Snowhide Camp|눈가죽 야영지
Kargpaw's Den|카르그포우의 소굴
Rhonin's Shield|로닌의 방패
Circle of Thought|사고의 못
Marie Lazar Land|마리 라자르의 땅
Fissured Breach|균열의 틈
Wingrest Embassy|날개쉼터 대사관
Wild Hatchery|야생의 부화장
Obsidian Throne|흑요석 왕좌
Rubyscale Outpost|루비비늘 전초기지
Crumbling Cliffs|무너지는 벼랑
Flashfrost Assault|섬광서리 강습지
Marie Lazar Land Panda Farm|마리 라자르의 땅 판다 농장
Genesis Fields|기원의 땅
Garudeon's Nest|가루데온의 둥지
Felicitous Glade|천혜의 터
Locrian Esper|로크리아 영혼실
The Azure Vault|하늘빛 보관소
LDNewHire|LD신규고용
Eternal Watch|영원의 감시터
Immortal Hearth|불멸의 벽로
Genesis Cradle|기원의 발상지
The Endless Foundry|무한의 주조소
Keeper's Bastion|수호자의 보루
Ephemeral Plains|찰나의 터
Devouring Pit|집어삼키는 구덩이
Broker's Sting|중개자의 함정
Shimmering Cliffs|일렁이는 절벽
Domination's Grasp|지배의 손아귀
Genesis Repository|기원의 보관소
Genesis Alcove|기원의 벽감
The Grand Design|위대한 설계
Enigma Arena|수수께끼 투기장
Maldraxxus Coliseum|말드락서스 대경기장
Smoldering Perch|타들어가는 봉우리
Lost Grotto|잊힌 동굴
Lair of the Scythid|사이시드의 둥지
Brill Inn|브릴 여관
The Primalist Future|원시술사 평행세계
The Gnoll War|놀 전쟁
War of the Shifting Sands|흐르는 모래의 전쟁
Pandaren Revolution|판다렌 혁명
The Black Empire|검은 제국
Brackenhide Outskirts|담쟁이가죽 외곽
The Siege Creche|공성의 요람
The Support Creche|지원의 요람
Burrow of the Faithful|충직한 자의 굴
Stormsunder Overlook|폭풍분리 전망대
Darksand Hollow|어둠모래 굴
Hoard of Shimmermaw|일렁아귀 저장소
Shady Sanctuary|그늘진 성역
Neltharus|넬타루스
The Slagmire|잿가루 수렁
Emberflow|잿불 여울
Content Playground|콘텐츠 놀이터
Vakthros Summit|바크스로스 정상
Leafy Repose|신록의 휴식처
Merithra's Watch|메리스라의 감시터
Lunedane|루네다인
Zaralek Cavern|자랄레크 동굴
Vault of the Incarnates|현신의 금고
Emberslate Cavern|잿불판암 동굴
The Quad|광장
Terrace of Lectures|강연의 정원
The Pitch|경기장
The Headteacher's Enclave|교장의 거주지
Khuri's Fishing Spot|쿠리의 낚시터
Cindershard Seam|잿더미파편 암석층
Hornspike Nest|뿔가시 둥지
Shattered Vaults|부서진 금고
Stonefray Falls|돌갈래 폭포
The Nokhud Approach|노쿠드 진입로
Tempest Coast|폭풍우 해안
Gelikyr Gardens|겔리키르 정원
Melting Knoll|녹아내리는 둔덕
The Lost Atheneum|잊힌 신전
Hopper Hills|깡충이 언덕
Lilac Ramble|라일락 산책로
Halls of Infusion|주입의 전당
Enigma Crucible|수수께끼 도가니
Genesis Falls|기원의 폭포
Ashscale Halls|잿빛비늘 전당
Ashscale HallsS|잿빛비늘 전당S
Cliffdrip Camp|절벽이슬 야영지
Vakthros|바크스로스
Vakthros Cavern|바크스로스 동굴
Azmerloth|아즈메로스
Wanderer's Steppe|방랑자의 평원
Little Scales Daycare|꼬마 비늘 탁아소
Sundapple Copse|아른햇살 숲
Azmerloth - Timeless Area|아즈메로스 - 시공 초월의 지대
Quaking Cavern|전율하는 동굴
Clearwater Basin|맑은물 분지
Sagecrest Pines|현자마루 송림
Lost Ruins|잊힌 폐허
Toghusuq Village|토그수크 마을
The Storm Scar|폭풍의 상흔
Erupting Cavern|분출하는 동굴
Conservatory Outpost|정원 전초기지
Wild Feeding Pits|야생의 사육장
The Dig|발굴지
Hall of the Keepers|수호자의 전당
The Earthworks|대지의 공방
The Vault of Tyr|티르의 금고
Pinewood Post|소나무 초소
Out of Temporal Bounds|시간의 경계 바깥
Dragonskull Island|용 해골 섬
Stormsunder Mountain|폭풍분리 산
Sharpscale Coast|뾰족비늘 해안
Morqut Islet|모르쿠트 소도
Hornswog Grounds|용뿔두꺼비 서식지
Chamber of Flames|불길의 방
Hissing Grotto|곡성의 동굴
Flayscale Cavern|비늘해체 동굴
Hall of Records|기록의 전당
Hall of Samples|표본의 전당
Hall of the Aspects|위상의 전당
Uktulut Pier|우크툴루트 부두
Mountainview Post|산악 전망대 초소
Fluttering Cavern|요동치는 동굴
Dragonsprings Summit|용온천 정상
Life-Binder Observatory|생명의 어머니의 천문대
The Watering Hole|물 좋은 주점
The Mallakh|말라크
The Filled Bowl|가득 찬 그릇
Mage's Rest|마법사의 휴식처
Mulsted's Marquee|멀스테드의 차양
The Missing Hinge Inn|힌지 없는 힌지 여관
The Conjured Biscuit Inn|창조된 비스킷 여관
Nokhudon Proving Grounds|노쿠드 수련의 장
Khadin's Cave|카딘의 동굴
The Dragon's Hoard|용의 궤짝
The Burning Cauldron|불타는 가마솥
Lost Kanniak|방황하는 카니아크
Gutshot's Overlook|명사수의 전망대
The Rotwood|썩은나무
Den of Decay|부패의 소굴
Deadsnare Caverns|죽음의 덫 동굴
Flashfrost Incursion|섬광서리 침공
Infusion Chambers|주입의 방
Ruby Overlook|루비 전망대
Greenscale Inn|초록비늘 여관
Forge of Arcanum|영석의 제련소
Kilpi Isle|킬피 섬
Longclaw Island|긴발톱 섬
Thunderspine Ridge|천둥가시 마루
Eaglewatch Outpost|독수리의 눈 전초기지
Slyvern Ice Cave|슬라이번 얼음 동굴
Outcast's Alcove|추방자의 바람굴
Lair of Stoneheart|돌심장의 소굴
The Mane Squeeze|옥죄는 갈기
Rhuzast's Roost|루자스트의 보금자리
The Nokhud Offensive|노쿠드 공격대
Battle of Spears|창의 전장
Forgotten Cavern|잊힌 동굴
Ancient Outlook|고대의 전망대
Algeth'ar Tower|알게타르 탑
The Seat of the Aspects|위상의 권좌
The Victorious Visage|승리의 형상
The Late Night Lab|심야 연구소
The Black Market|암시장
Azure Archives Annex|하늘빛 기록 보관소 별관
Fallingwater Overlook|낙수 전망대
The High Creche|드높은 요람
Cascade's Edge|폭포의 끝
The Ruby Feast|루비 연회장
Gladiator's Refuge|검투사의 은거처
Misty Canyon Overlook|안개의 협곡 전망대
The Bubble Bath|거품 목욕탕
The Parting Glass|작별의 잔
The Sapphire Enclave|사파이어 자치구
The Ruby Enclave|루비 자치구
The Obsidian Enclave|흑요석 자치구
The Bronze Enclave|청동 자치구
The Emerald Enclave|에메랄드 자치구
The Artisan's Market|장인 무역시장
Wingrest Bay|날개쉼터 만
RebornTree|되살아난 나무
The Rugged Dragonscale|거친 용비늘호
Dawn of the Infinite|무한의 여명
Ley Pools|지맥 웅덩이
Lost Canal|잊힌 운하
The Eastern Glades|동부 숲
10Zone6-Devland|10지역6-개발자 땅
Uktulut Outpost|우크툴루트 전초기지
Emerald Dream|에메랄드의 꿈
Valdrakken Treasury Hoard|발드라켄 보물고
Darkglow Hollows|암흑빛 공동
Zskera Vaults|지스케라 금고
Blue Dragon Choice|푸른용 선택
Amirdrassil, the Dream's Hope|꿈의 희망 아미드랏실
Deephollow Lake|심연공동 호수
Deepflayer Nest|심연약탈자 둥지
Nal ks'kol|날 크스콜
Sundered Flame Camp|분리된 불길 야영지
Aberrus Approach|아베루스 진입로
Sulfur Wastes|유황 황무지
Ruins of Drekazera|드레카제라 폐허
Acidbite Ravine|산성이빨 협곡
Battlefield Ruins|전장 폐허
Zaqali Caldera|자칼리 함몰지
Slitherdrake Roost|비단비룡 횃대
Obsidian Rest|흑요석 휴식터
Morqut Village|모르쿠트 마을
WB New Hires|WB 신규 고용
Dragonscale Camp|용비늘 야영지
Viridian Throne|녹빛 왕좌
Aberrus, the Shadowed Crucible|어둠의 도가니 아베루스
Buried Vault|매장된 금고
Khaz Algar|카즈 알가르
The Throughway|대통행로
The Crystal Fields|수정 지대
Brimstone Garrison|유황석 주둔지
Shimmering Towers|일렁이는 탑
Hermit's Hovel|은자의 거처
Fanged Pasture|송곳니 목초지
Professions Land|전문기술의 땅
Lake Subzone|호수 하위 지역
Lava Lake Subzone|용암 호수 하위 지역
Tyler's Corner|타일러의 모퉁이
Cascades Canyon|폭포수 협곡
Talon's Watch|갈퀴발톱의 감시터
Obsidian Spire Outpost|흑요석 첨탑 전초기지
Iridikron's Gambit|이리디크론의 계략
Glimmerogg|글리머로그
The Frosted Spine|서리의 등뼈
Tempest Cove|폭풍우 만
Winglord's Perch|날개군주의 횃대
Slyvern's Roost|슬라이번의 횃대
The Shrouded Coast|가려진 해안
Skyward Watch|하늘 감시터
Froststone Peak|서리석 봉우리
Molten Overflow|용암 분출구
Gaze of Neltharion|넬타리온의 시선
Igira's Watch|이기라의 감시터
Glitterspore Lake|반짝포자 호수
Cascades Column|폭포수 기둥
Elders' Gift|장로의 선물
Burning Oasis|불타는 오아시스
Isle of Dorn|도른의 섬
Warder's Solace|수호자의 쉼터
Ebon Landing|칠흑의 상륙지
Broken Seaboard|부서진 해안선
Mysterious Cave A|정체불명의 동굴 A
The Bone Gallery|해골 회랑
Abandoned Creche|버려진 요람
Mysterious Cave B|정체불명의 동굴 B
Mysterious Cave C|정체불명의 동굴 C
Mysterious Cave D|정체불명의 동굴 D
Mysterious Cave E|정체불명의 동굴 E
Mysterious Cave F|정체불명의 동굴 F
Mysterious Cave G|정체불명의 동굴 G
Mysterious Cave H|정체불명의 동굴 H
Mysterious Cave I|정체불명의 동굴 I
Mysterious Cave J|정체불명의 동굴 J
Warder's Teeth|수호자의 이빨
Everywhen Inn|방방곡곡 여관
Old Loamm Road|옛 로암 길
Lookout Breach|전망대 틈새
Azj-Kahet|아즈카헤트
City of Threads|실타래의 도시
The Wormlands|벌레의 땅
The Weaver's Lair|방직공의 소굴
Siegehold|공성요새
Rak-Ahat|락아하트
Arathi's End|아라시의 끝자락
Trickling Abyss|흘러내리는 심부
Rak-Zakaz|락자카즈
Silken Ward|비단 지구
Ruptured Lake|파열된 호수
Breathing Pit|숨결의 구덩이
Eastern Span|동부 평원
Twitching Gorge|꿈틀거리는 협곡
Wildcamp Ul'ar|야생주둔지 울라르
Mmarl|므말
Rak-Ush|락우쉬
The Maddening Deep|광기 어린 심연
Dornogal|도르노갈
Freywold Village|풍요산지 마을
The Orecreg|광석단층
Tranquil Strand|평온의 가닥
Storm's Watch|폭풍의 감시터
The Proscenium|앞무대
Boskroot Basin|풀뿌리 분지
Glimmering Shore|일렁거리는 해안
Golgrin's Reach|골그린의 권역
Dhar Bandar|다르 반다르
Cinderbrew Meadery|잿불맥주 양조장
Ironwold|무쇠산지
Dhar Kazhad|다르 카자드
Rambleshire|산책골
Skolzgal Mill|스콜즈갈 제재소
Cinderwold|잿불산지
Mourning Rise|애도의 오름길
The Opalcreg|오팔단층
Dhar Oztan|다르 오즈탄
The Transformatory|변신소
Umbral Bazaar|암영 대시장
Nerub-ar Palace|네룹아르 궁전
The Skeins|타래 구역
The Burrows|잠복굴
The Ringing Deeps|울리는 심연
Gundargaz|군다가즈
Ironhaul Station|무쇠화물 기지
The Waterworks|수력작업장
The Hallowfall Gate|신성한 협곡 관문
The Earthenworks|토석작업장
Nibelgaz Mine|니벨가즈 광산
Lost Mines|잊힌 광산
The Warrens|사육장
Chittering Den|딸깍거리는 소굴
Brunwin's Terrace|브런윈의 정원
The Glittering Shelf|반짝이는 지층
The Rumbling Wastes|요동치는 황무지
High Hollows|드높은 공동
The Cataract River|폭포의 강
The Living Grotto|살아있는 동굴
Opportunity Point|기회 거점
Lightless Chasm|어둑틈새
Camp Murroch|머로크 야영지
Taelloch Mine|탤로크 광산
Obsidian Hollow|흑요석 공동
The Stonevault Exterior|바위금고 외부
Darkflame Cleft Exterior|어둠불꽃 동굴 외부
Abyssal Excavation|심연 채굴지
Shadowvein Point|어둠혈맥 거점
Fetid Grotto|악취 나는 동굴
Pillarstone Spire|기둥석 첨탑
Durgaz Cabin|두르가즈 산장
Hallowfall|신성한 협곡
Grudge Grotto|원한의 동굴
A.Z.E.R.O.T.H.|아.제.로.스.
Azq'roth|아즈퀴로스
Ulderoth|울데로스
Azewrath|아제라스
Azmourne|아즈한
The Warlands|전쟁터
The Aegis Wall|아이기스 장벽
The Whirring Field|휘몰이터
Fungal Fields|진균 지대
