Original|Translated
KTC Headquarters|卡亚罗贸易公司总部
Kaja'mine|卡亚矿井
Bilgewater Port|锈水码头
Gallywix's Villa|加里维克斯的别墅
First Bank of Kezan|科赞第一银行
Drudgetown|苦工镇
The Slick|覆油海
Swindle Street|奸商街
Kaja'mite Cavern|卡亚矿洞
Horde Base Camp|部落营地
The Vicious Vale|恶花谷
Wild Overlook|荒野瞭望台
The Savage Glen|蛮人谷
Alliance Beachhead|联盟滩头
Vengeance Wake|复仇觉醒号
Duskhaven|暮湾镇
Stagecoach Crash Site|马车事故现场
Tempest's Reach|风暴海崖
Northgate River|北门河
Hailwood Marsh|乱木沼泽
Allen Farmstead|艾伦农场
Hammond Farmstead|哈蒙德农场
Koroth's Den|克洛斯的巢穴
Slitherblade Shore|滑刃海岸
Magram Territory|玛格拉姆领地
Thargad's Camp|萨加德营地
Trial of Fire|火焰试炼场
Trial of Shadow|暗影试炼场
Arcane Pinnacle|奥术之巅
Draka's Fury|德拉卡的狂怒号
Furien's Post|弗瑞恩的哨站
Cenarion Wildlands|塞纳里奥旷野
Karnum's Glade|卡隆林地
Wahl Cottage|薇儿小屋
Crowley Orchard|克罗雷果园
Hayward Fishery|海瓦尔德渔场
The Forge of Souls|灵魂洪炉
Queen's Gate|王后之门
King's Gate|国王之门
Pit of Saron|萨隆矿坑
Sable Ridge|漆黑山脊
Kelp'thar Forest|柯尔普萨之森
Dire Strait|险峻海峡
Greymane Manor|格雷迈恩庄园
Crowley Stable Grounds|克罗雷马厩场
The Ancient Grove|上古树林
Halls of Reflection|映像大厅
Bilgewater Harbor|锈水港
Kajaro Field|卡亚罗运动场
Gallywix Pleasure Palace|加里维克斯忘忧宫
Northern Rocketway Exchange|北方火箭车换乘站
Storm Cliffs|风暴悬崖
Southern Rocketway Terminus|南部火箭车终点站
The Secret Lab|秘密实验室
Orgrimmar Rocketway Exchange|奥格瑞玛火箭车换乘站
Ruins of Nordressa|诺德雷萨废墟
Camp Sungraze|阳痕营地
Stonetalon Pass|石爪小径
Whitebeard's Encampment|白须营地
Gallywix's Yacht|加里维克斯的游艇
Fargaze Mesa|远眺台地
The Pipe|管道
Tal'doren|塔多伦
Livery Outpost|利维里前哨站
Hunter's Hill|猎手岭
The Overgrowth|蔓生绿洲
Camp Una'fe|乌纳菲营地
Northwatch Hold|北方城堡
Teegan's Expedition|缇甘远征军营地
Forward Command|前线指挥站
Fields of Blood|鲜血旷野
Ruins of Taurajo|陶拉祖废墟
The Great Gate|莫高雷巨门
Desolation Hold|凄凉要塞
Fort Triumph|凯旋壁垒
Battlescar|战斗之痕
Bael Modan|巴尔莫丹
Firestone Point|火石岗哨
Rygna's Lair|雷格纳的巢穴
The Frozen Throne|冰封王座
Overgrown Camp|茂草营地
The Regrowth|复苏之地
The Frozen Halls|冰封大殿
Bloodtalon Shore|血爪海滩
Zalazane's Fall|扎拉赞恩之墓
Darkspear Training Grounds|暗矛训练场
Darkspear Hold|暗矛要塞
Spitescale Cove|恶鳞海湾
The Bradshaw Mill|布莱德肖磨坊
Wood's End Cabin|林中小屋
Landing Site|降落点
Town-In-A-Box|胶囊镇
Bael'dun Keep|巴尔丹城堡
Raptor Rise|迅猛龙高地
Scorched Gully|焦痕深谷
Darkspear Isle|暗矛岛
Ruins of Vashj'elan|瓦丝耶兰废墟
Vashj'elan Spawning Pool|瓦丝耶兰孵化池
The Thornsnarl|纠棘荒地
The Battleboar Pen|斗猪围栏
Thornmantle's Hideout|刺鬃藏身处
Marshal's Stand|马绍尔哨站
Mossy Pile|覆苔营地
The Screaming Reaches|尖啸河滩
The Roiling Gardens|异生花园
Oomlot Village|乌姆洛特村
Nightmare Scar|噩梦之痕
The Nightmare Scar|噩梦之痕
The Frost Queen's Lair|冰霜女王的巢穴
Putricide's Laboratory of Alchemical Horrors and Fun|普崔塞德的恐怖和娱乐化学实验室
The Sanctum of Blood|鲜血秘室
The Crimson Hall|血色厅堂
Frostmourne|霜之哀伤
Lost Peak|失落峰
Oostan Nord|乌司坦诺德村
Oostan Sor|乌司坦索尔村
Oostan Ost|乌司坦欧司特村
Oostan|乌司坦
The Dark Approach|黑暗小径
Scourgelord's Command|天灾领主的指挥站
The Shadow Throne|暗影王座
The Hidden Passage|隐秘小径
Lost Caldera|失落火山口
Volcanoth's Lair|沃卡洛斯的巢穴
Warchief's Lookout|酋长瞭望台
Spitescale Cavern|恶鳞洞穴
Tranquil Coast|静谧湾岸
Rotbrain Encampment|腐脑营地
Calston Estate|卡尔斯通庄园
Scarlet Palisade|血色关哨
Scarlet Encampment|血色营地
Death's Watch Waystation|死亡观察站
Crusader's Run|十字军小径
Scarlet Watchtower|血色观察塔
Twilight Highlands|暮光高地
Sky Falls|天坠瀑布
Gallywix Labor Mine|加里维克斯劳工矿井
Thunk's Abode|桑克的住所
Blackrock Caverns|黑石岩窟
The Fold|皱石岗
Talondeep Pass|锐爪之路
Windshear Hold|风剪要塞
Webwinder Hollow|蛛网盆地
Ruins of Eldre'thar|埃德雷萨废墟
The Deep Reaches|幽暗曲径
Krom'gar Fortress|克罗姆加壁垒
The Sludgewerks|油污潭
Mirkfallon Post|暗色哨站
Cliffwalker Post|峭壁行者哨站
Thal'darah Overlook|萨达拉瞭望台
Battlescar Valley|战痕谷
Farwatcher's Glen|远望角
Northwatch Expedition Base Camp|北卫远征军营地
Unearthed Grounds|不毛之地
Windshear Heights|风剪高地
Dagger Pass|匕首小径
Thal'darah Grove|萨达拉树林
Halls of Origination|起源大厅
Bael Modan Excavation|巴尔莫丹挖掘场
Twinbraid's Patrol|双辫将军的巡逻岗
Frazzlecraz Motherlode|弗兹卡勒的主矿脉
Spearhead|锐矛营地
Bilgewater Lumber Yard|锈水木材场
KTC Oil Platform|卡亚罗贸易公司钻井平台
Gallywix Docks|加里维克斯码头
The Lightless Reaches|湮光海谷
The Slave Pits|奴隶营
Verdant Highlands|青草高地
Silver Tide Trench|银潮海沟
Nespirah|奈瑟匹拉
Glimmerdeep Gorge|光渊峡谷
Biel'aran Ridge|贝耶拉兰山
Ruins of Vashj'ir|瓦丝琪尔废墟
Quel'Dormir Terrace|奎尔多米尔平台
Tranquil Wash|静谧海滩
Legion's Rest|军团营地
L'ghorek|拉葛雷克
Thermal Vents|散热口
Underlight Canyon|光渊海峡
Tenebrous Cavern|阴暗洞穴
Darkbreak Cove|驱暗海窟
Korthun's End|库图恩之末
Wolf's Run|狼神小径
Shrine of Goldrinn|戈德林圣殿
Maw of Lycanthoth|莱坎索斯之喉
Southfury Watershed|怒水河流域盆地
The Dranosh'ar Blockade|德拉诺什尔封锁线
Twilight Crossing|暮光路口
The Twilight Gauntlet|暮光试炼营
The High Road|高地之路
Vendetta Point|世仇哨站
The Ruby Sanctum|红玉圣殿
Gar'gol's Hovel|伽格尔的营地
Grove of Aessina|艾森娜林地
Shrine of Aviana|艾维娜圣殿
Broken Commons|平民区废墟
Darkwhisper Pass|暗语小径
The Forge of Supplication|哀求熔炉
Seat of the Chosen|天选者之座
Doom's Vigil|末日祷告祭坛
Gates of Sothann|索萨恩之门
Lightning Ledge|闪电崖
Verrall River|瓦拉尔河
Camp Ataya|阿塔亚营地
Stonemaul Hold|石槌要塞
Throne of the Tides|潮汐王座
Silver Tide Hollow|银潮谷
Damplight Cavern|潮光洞穴
Ruins of Thelserai Temple|瑟尔萨莱神殿废墟
Shimmering Grotto|闪光洞室
Shadebough|蔽日林
New Thalanaar|新萨兰纳尔
Westreach Summit|西岸峰
The Briny Cutter|破浪号
Blackhorn's Penance|黑角赎罪地
The Inferno|炼狱火海
Leyara's Sorrow|莱雅娜的哀伤
Whistling Grove|呼啸林地
The Scorched Plain|焦痕平原
Ashen Lake|暗灰湖
Sanctuary of Malorne|玛洛恩庇护所
The Flamewake|烈焰之痕
The Searing Gateway|灼热大门
Rim of the World|世界之脊
The Emerald Summit|翡翠峰
Dreamer's Rest|梦游者栖地
The Shimmering Deep|闪光深渊
Rustmaul Dive Site|锈锤潜水点
Splithoof Heights|裂蹄高地
Southsea Holdfast|南海据点
The Admiral's Den|将军洞
Shallow's End|海蕈石
Twin Peaks|双子峰
Hyjal Barrow Dens|海加尔兽穴
Twilight Command Post|暮光封锁线
Uldum|奥丹姆
The Vortex Pinnacle|旋云之巅
Darkmist Ruins|黑雾废墟
Lake Edunel|伊度尼尔湖
Sulfuron Spire|萨弗隆尖塔
The Throne of Flame|烈焰王座
Fizzle & Pozzik's Speedbarge|菲兹尔和普兹克的赛艇平台
Deepholm|深岩之洲
The Tainted Forest|腐烂森林
Ascendant's Rise|升腾者高地
Mirage Abyss|闪光巨湖
Abyssal Breach|深渊裂口
Raceway Ruins|赛道废墟
Speedbarge Bar|高速驳船酒吧
Seafarer's Tomb|航海者之墓
Legion's Fate|军团之劫
Gurboggle's Ledge|戈博格海崖
The Skeletal Reef|骸骨珊瑚礁
Gnaws' Boneyard|虎鲸坟场
The Immortal Coil|永不沉没号
Smuggler's Scar|走私者洞穴
Deepmist Grotto|重雾洞穴
The Clutch|关押所
Steelspark Station|钢烁哨站
Bootlegger Outpost|商旅哨站
Dunemaul Recruitment Camp|沙槌新兵营
The Anvil of Flame|烈焰铁砧
Tower of Estulan|埃斯图兰之塔
Trueshot Point|强击哨站
The Inner Spire|内层尖塔
Pattymack Land|聚会岛
Budd's Dig|巴德的挖掘场
Gorrok's Lament|格洛克的挽歌
Feathermoon Stronghold|羽月要塞
Fallowmere Inn|法罗米尔旅店
Slabchisel's Survey|硬凿勘测营
Tirth's Haunt|提尔希的法阵
Nethergarde Supply Camps|守望堡补给营
Shattershore|破碎海岸
The Red Reaches|赤色海岸
Rockpool Village|岩池村
Bloodwash Fighting Pits|血浪角斗场
Bloodwash Shrine|血浪神殿
Bloodwash Cavern|血浪洞穴
Sunveil Excursion|日纱考察营地
Surwich|瑟维奇
Maldraz|玛尔卓斯
Dreadmaul Furnace|巨槌熔炉
Sethria's Roost|塞西莉亚的栖地
The Stonecore|巨石之核
Quel'Dormir Gardens|奎尔多米尔花园
Nar'shola Terrace|纳舒拉平台
Northwatch Expedition Base Camp Inn|北卫远征军营地酒馆
Blackwing Descent|黑翼血环
Tol Barad|托尔巴拉德
Frostmane Front|霜鬃前线
Frostmane Retreat|霜鬃营地
The Crucible|熔炉
Promontory Point|海角岗哨
Deepfin Ridge|深鳍海崖
Nightmare Depths|梦魇深渊
The Scalding Chasm|火烟海沟
The Undershell|海底巨蚌
Pincer X2|扳钳X2号
The Verne|凡尔纳号
Sira'kess Front|希拉柯丝前哨
The Battle for Gilneas (Old City Map)|吉尔尼斯之战
Bahrum's Post|巴赫隆岗哨
Ironforge Airfield|铁炉堡飞行器机坪
Nozzlepot's Outpost|诺兹波特的哨站
Windshear Valley|风剪山谷
Galen's Fall|加林之陨
Quel'Dormir Temple|奎尔多米尔神殿
Seat of Life|生命之座
Seabrush|画笔海岭
Abandoned Reef|被遗弃的珊瑚礁
Dragonmaw Port|龙喉港
The Krazzworks|卡拉兹工坊
Bloodgulch|溅血谷地
The Gullet|咽喉洞
Highbank|滩头堡
Firebeard's Patrol|焰须巡逻营
Thundermar|桑德玛尔
Kirthaven|库斯海文
Shimmering Expanse|烁光海床
Abyssal Depths|无底海渊
Vashj'ir|瓦丝琪尔
Trade District|贸易区
Old Town|旧城区
Dwarven District|矮人区
Cathedral Square|教堂广场
The Park|花园
Mage Quarter|法师区
Vermillion Redoubt|朱红庇护所
Cleft of Shadow|暗影裂口
The Drag|暗巷区
Valley of Honor|荣誉谷
Valley of Spirits|精神谷
Valley of Strength|力量谷
Valley of Wisdom|智慧谷
The Severed Span|断桥
Hogger Hill|霍格山
Goldtooth's Den|金牙的巢穴
Crushcog's Arsenal|碎轮的军械库
The Toxic Airfield|剧毒机场
The Tidebreaker|破潮者号
Voldrin's Hold|沃德林之拥号
Stygian Bounty|冥河恩赐号
Galerek's Remorse|盖尔雷克的悔恨
The Iron Reaper|铁之收割者
The Intrepid|无畏号
The Cape of Stranglethorn|荆棘谷海角
Ahn'Qiraj Terrace|安其拉平台
Mortwake's Tower|摩特维克之塔
The Raging Chasm|地怒裂口
Jagged Wastes|崎石废土
Scoured Reach|蚀沙荒漠
Crumbling Depths|碎岩之渊
Shuddering Spires|颤石塔林
The Pale Roost|苍白栖地
Therazane's Throne|塞拉赞恩的王座
Halcyon Egress|哈尔西恩法阵
Twilight Precipice|暮光绝壁
Lorthuna's Gate|洛苏娜之门
Verlok Stand|维罗克岩台
Grolluk's Grave|格洛鲁克之墓
Crimson Expanse|赤红岩床
Temple of Earth|大地神殿
Swiftgear Station|飞轮工作站
Greenwarden's Grove|绿色守卫者林地
Hull of the Foebreaker|荡寇号的船身
Transport: Onyxia/Nefarian Elevator|运输工具：奥尼克西亚/奈法利安电梯
Nazj'vel|纳兹维尔
Storm's Fury Wreckage|风暴之怒号残骸
Stormwind Lake|暴风湖
Llane's Oath|莱恩之誓
Olivia's Pond|奥莉维亚的水池
Bambala|邦巴拉
The Sundering|地陷裂口
Fort Livingston|利文斯顿营地
Yowler's Den|犹勒之巢
Scar of the Worldbreaker|灭世者之痕
Stormfeather Outpost|风暴之羽哨站
Shalewind Canyon|岩页峡谷
Keeshan's Post|基沙恩的哨站
Camp Everstill|止水湖营地
Tower Watch|瞭望塔
Upper Silvermarsh|上层银沼
Lower Silvermarsh|下层银沼
Stonehearth|巨石之炉
Fractured Front|碎裂前线
Orgrimmar Embassy|奥格瑞玛大使馆
Trial of Frost|冰霜试炼场
The Bastion of Twilight|暮光堡垒
Quartzite Basin|石英盆地
Remains of the Fleet|残存的舰队
Sanctum of the Prophets|先知圣殿
Fungal Deep|真菌洞穴
Stranglethorn Vale|荆棘谷
Hall of Arms|武器大厅
Hall of Explorers|探险者大厅
The Great Forge|大锻炉
The Military Ward|军事区
The Mystic Ward|秘法区
Stormwind City Cemetery|暴风城公墓
Render's Crater|撕裂者巨坑
Alliance Mercenary Ship to Vashj'ir|前往瓦丝琪尔的联盟商船
Needlerock Slag|针石熔渣场
Needlerock Chasm|针石裂口
Ruins of Gilneas City|吉尔尼斯城废墟
Alabaster Shelf|雪玉岩床
Verrall Delta|瓦拉尔三角洲
Twilight Overlook|暮光瞭望台
Abyssion's Lair|艾比希昂的巢穴
Grommash Hold|格罗玛什要塞
The Quaking Fields|地震旷野
Deathwing's Fall|死亡之翼陨落地
The Menders' Stead|治愈者营地
Avalanchion's Vault|阿瓦兰奇奥的地穴
Forsaken High Command|被遗忘者统帅部
Blackrock Caverns Entrance|黑石岩窟入口
Wreckage of the Silver Dawning|银色清晨号的船骸
The Abyssal Maw|深渊之喉
Den of the Devourer|吞噬者的巢穴
The Great Divide|大裂谷
Forsaken Rear Guard|被遗忘者后卫军
The Forsaken Front|被遗忘者先锋军
Dawnrise Expedition|晨光远征队营地
Tol Barad Peninsula|托尔巴拉德半岛
The Canals|运河
Ironwing Cavern|铁翼洞穴
Charred Outpost|被烧毁的前哨站
Masters' Gate|真主之门
Chamber of Respite|安息之厅
Lost City of the Tol'vir|托维尔失落之城
The Wollerton Stead|沃勒顿农场
Stormwind City Outskirts|暴风城郊外
Baradin Hold|巴拉丁监狱
Slagworks|熔渣车间
Ironclad Garrison|铁甲兵营
Warden's Vigil|典狱官岗哨
East Spire|东部尖塔
South Spire|南部尖塔
West Spire|西部尖塔
Blackstone Span|布莱克斯通大桥
Explorers' League Digsite|探险者协会挖掘场
The Old Barracks|旧兵营
Silverlight Cavern|银光洞穴
Malicia's Outpost|玛丽希亚的哨站
The Maelstrom|大漩涡
The Blood Trail|鲜血之痕
The Gate of Unending Cycles|无尽轮回之门
Redpine Dell|赤松山谷
Taelan's Tower|泰兰之塔
Obelisk of the Stars|群星方尖碑
Obsidian Breakers|黑曜石海滩
Path of Uther|乌瑟尔之路
Sorrow Hill Crypt|悔恨岭墓穴
The Eastern Earthshrine|东部大地神殿
The Western Earthshrine|西部大地神殿
Chamber of the Stars|群星密室
Forsaken Forward Command|被遗忘者前线指挥部
Ring of the Elements|元素法阵
The Maw of Madness|疯狂之喉
Ruins of Drakgor|德拉卡戈废墟
Dreadwatch Outpost|恐惧之卫哨所
Rutsak's Guard|拉特萨克营地
Glory|荣耀号
Death's Step|死亡小径
Scarred Terrace|焰痕平台
Light's Shield Tower|圣光之盾哨塔
The Battle for Gilneas|吉尔尼斯之战
Waterworks|磨坊
Mines|矿洞
Horde Landing|部落登陆点
Gilnean Stronghold|吉尔尼恩要塞
Khartut's Tomb|卡塔图陵墓
The Battlefront|战斗前线
Bogpaddle|沼桨镇
Marshtide Watch|沼泽之潮哨站
The Bloodmire|浴血泥潭
Dragonmaw Pass|龙喉小径
Wyrms' Bend|巨龙曲径
Ix'lar's Domain|埃克斯拉尔的领地
Darrowshire Hunting Grounds|达隆郡猎场
Orsis|奥西斯
Ramkahen|拉穆卡恒
Nahom|纳奥姆
Gilnean Coast|吉尔尼恩海岸
Siege Vise|天灾攻城营
Victor's Point|胜利者岗哨
Crushblow|粉碎者据点
The Twilight Gate|暮光之门
The Twilight Citadel|暮光堡垒
Elementium Depths|源质深渊
Den of the Disciples|信徒之穴
Pyrewood Chapel|焚木礼拜堂
Pyrewood Inn|焚木旅店
Pyrewood Town Hall|焚木城镇大厅
Slithering Cove|爬蛇海湾
Gilneas Liberation Front Base Camp|吉尔尼斯解放阵线营地
7th Legion Base Camp|第七军团营地
Dunwald Ruins|顿沃德废墟
Dunwald Holdout|顿沃德据点
Dunwald Hovel|顿沃德小屋
Dunwald Town Square|顿沃德城镇广场
Dunwald Market Row|顿沃德市场
Gorshak War Camp|哥沙克战争营地
The Boneyard|坟场
The Devouring Breach|吞噬裂口
Fuselight|熔光镇
Fuselight-by-the-Sea|熔光码头
Mar'at|玛莱特
Akhenet Fields|埃卡赫莱平原
Ramkahen Legion Outpost|拉穆卡恒军团前哨
Shrine of the Elements|元素圣殿
Thundermar Ruins|桑德玛尔废墟
Altar of Ascension|升腾祭坛
Lake Dumont|达蒙特湖
The Pit of Scales|邪鳞地穴
The Defiled Chapel|被污染的礼拜堂
The Cerebrillum|脑室
Sunstone Terrace|太阳之石平台
Shadowfang Keep Entrance|影牙城堡入口
Scarlet Monastery Entrance|血色修道院入口
Scholomance Entrance|通灵学院入口
Stratholme Entrance|斯坦索姆入口
Stratholme Service Entrance|斯坦索姆仆从之门入口
Blackrock Depths Entrance|黑石深渊入口
Blackrock Spire Entrance|黑石塔入口
Blackfathom Deeps Entrance|黑暗深渊入口
Razorfen Kraul Entrance|剃刀沼泽入口
Rhea's Camp|瑞亚的营地
Maraudon - The Wicked Grotto Entrance|马拉顿 - 邪恶洞穴入口
Maraudon - Foulspore Cavern Entrance|马拉顿 - 毒菇洞穴入口
Maraudon - Earth Song Falls Entrance|马拉顿 - 地歌瀑布入口
Uldaman Entrance|奥达曼入口
Bloodwatcher Point|血望者营地
Dustwind Dig|尘风挖掘场
Tomb of the Watchers|观察者的陵墓
Crucible of Carnage|杀戮熔炉竞技场
Dire Maul - Warpwood Quarter Entrance|厄运之槌 - 扭木区入口
Dire Maul - Gordok Commons Entrance|厄运之槌 - 戈多克议会入口
Dire Maul - Capital Gardens Entrance|厄运之槌 - 中心花园入口
Razorfen Downs Entrance|剃刀高地入口
Zul'Farrak Entrance|祖尔法拉克入口
Cape of Lost Hope|失落希望海角
Wellson Shipyard|维尔松船坞
Forgotten Hill|遗忘山丘
The Darkwood|黑暗森林
Rustberg Village|洛斯贝格村
Farson Hold|法尔森要塞
Largo's Overlook|拉尔戈的瞭望台
Hellfire Citadel - Ramparts Entrance|地狱火堡垒 - 城墙入口
The Restless Front|不眠前线
Hellfire Citadel - The Shattered Halls Entrance|地狱火堡垒 - 破碎大厅入口
Hellfire Citadel - The Blood Furnace Entrance|地狱火堡垒 - 鲜血熔炉入口
Baradin Base Camp|巴拉丁营地
Hellscream's Grasp|地狱咆哮之握
Auchindoun - Auchenai Crypts Entrance|奥金顿 - 奥金尼地穴入口
Auchindoun - Mana-Tombs Entrance|奥金顿 - 法力陵墓入口
Auchindoun - Sethekk Halls Entrance|奥金顿 - 塞泰克大厅入口
Auchindoun - Shadow Labyrinth Entrance|奥金顿 - 暗影迷宫入口
Coilfang - The Steamvault Entrance|盘牙 - 蒸汽地窟入口
Coilfang - The Underbog Entrance|盘牙 - 幽暗沼泽入口
Coilfang - The Slave Pens Entrance|盘牙 - 奴隶围栏入口
Tempest Keep - The Mechanar Entrance|风暴要塞 - 能源舰入口
Tempest Keep - The Botanica Entrance|风暴要塞 - 生态船入口
Tempest Keep - The Arcatraz Entrance|风暴要塞 - 禁魔监狱入口
Magisters' Terrace Entrance|魔导师平台入口
The Escape from Durnholde Entrance|逃出敦霍尔德入口
Opening of the Dark Portal Entrance|开启黑暗之门入口
The Culling of Stratholme Entrance|净化斯坦索姆入口
The Nexus Entrance|魔枢入口
The Oculus Entrance|魔环入口
Loch Verrall|瓦拉尔湖
Dragon's Mouth|巨龙峡口
New Kargath|新卡加斯
Utgarde Keep Entrance|乌特加德城堡入口
Utgarde Pinnacle Entrance|乌特加德之巅入口
Azjol-Nerub Entrance|艾卓-尼鲁布入口
Ahn'kahet: The Old Kingdom Entrance|安卡赫特：古代王国入口
Drak'Tharon Keep Entrance|达克萨隆要塞入口
Violet Hold Entrance|紫罗兰监狱入口
Gundrak Entrance|古达克入口
Halls of Stone Entrance|岩石大厅入口
Halls of Lightning Entrance|闪电大厅入口
Trial of the Champion Entrance|冠军的试炼入口
The Forge of Souls Entrance|灵魂洪炉入口
Pit of Saron Entrance|萨隆矿坑入口
Halls of Reflection Entrance|映像大厅入口
Throne of the Tides Entrance|潮汐王座入口
Grim Batol Entrance|格瑞姆巴托入口
The Stonecore Entrance|巨石之核入口
The Threshold|起源界限
Altar of Twilight|暮光祭坛
Gate of Hamatep|哈玛特普之门
Vir'naal River|维尔纳尔河
Twilight Aerie|暮光之巢
The Twilight Withering|暮光凋零法阵
Twilight Bulwark|暮光壁垒
Sunken Dig Site|沉没的挖掘场
The Hidden Clutch|隐藏的龙巢
The Nosebleeds|诺斯布利兹
Highland Forest|高地森林
Obsidian Forest|黑曜石森林
Cradle of the Ancients|远古的摇篮
Obelisk of the Sun|太阳方尖碑
Sunken Temple Entrance|沉没的神庙入口
Chamber of the Sun|太阳密室
Schnottz's Landing|司克诺兹登陆点
Eastpoint Tower|东点哨塔
Sludgeguard Tower|药渣卫塔
Shriveled Oasis|干枯的绿洲
Ruins of Ammon|阿蒙遗迹
The Black Breach|黑色裂口
Tomb of the Earthrager|地怒者的陵墓
Firebeard Cemetery|焰须墓地
The Cursed Landing|被诅咒的登陆点
The Steps of Fate|天命阶梯
The Trail of Devastation|毁灭的试炼
Pyrox Flats|漫火平原
The Verdant Thicket|葱郁林地
The Circle of Cinders|燃烬法阵
The Tranquil Grove|宁静林地
Ruins of Lar'donir|拉多尼尔遗迹
Shadowlurk Ridge|匿影山
Black Drake Roost|黑龙栖山
Iron Summit|铸铁峰
Thorium Advance|瑟银前哨
Oasis of the Fallen Prophet|堕落先知绿洲
The Trapper's Enclave|诱捕者营地
Terrace of the Augurs|占卜师平台
Sanctum of the South Wind|南风圣殿
The Warlord's Garrison|督军要塞
Lion's Pride Inn|狮王之傲旅店
Throne of the Four Winds|风神王座
Glopgut's Hollow|黏肠峡谷
Humboldt Conflagration|洪堡焚烧峡谷
The Twilight Breach|暮光裂口
Tahret Grounds|塔卡赫特平原
Seal of the Sun King|太阳王封印
Whisperwind Grove|语风林地
Sahket Wastes|沙赫柯特荒原
Ruins of Ahmtul|阿胡图尔遗迹
Wildheart Point|野性之心哨站
The Whelping Downs|雏龙丘陵
Flamestar Post|焰星哨站
Black Tooth Hovel|黑齿营地
Fields of Honor|荣耀之地
Chiselgrip|凿握据点
Firegut Furnace|火腹熔炉
The Skull Warren|颅骨密径
D-Block|恶魔监狱
Cursed Depths|咒怨地牢
The Hole|矿渣洞
Obsidian Lair|黑曜石巢穴
Neferset City|尼斐塞特城
Iso'rath|厄索拉斯
Sunwatcher's Ridge|观日者山岭
Vir'naal Dam|维尔纳尔水坝
Cannon's Inferno|加农的火海
Obelisk of the Moon|月亮方尖碑
Temple of Uldum|奥丹姆神殿
Oasis of Vir'sar|维尔萨尔绿洲
Ruins of Khintaset|辛塔希特遗迹
Chamber of the Moon|月亮密室
Sullah's Sideshow|苏拉赫的表演场
Maker's Ascent|造物主高地
Arikara's Needle|阿利卡拉针石
Irontree Clearing|铁木工程营
Valley of Ashes|燃灰谷
Sindweller's Rise|罪行者高地
Neferset City Outskirts|尼斐塞特城郊
Wildhammer Flag Room|蛮锤军旗室
Dragonmaw Flag Room|龙喉军旗室
Thunderstrike Mountain|落雷山
Beneath The Double Rainbow|双虹之下
Pilgrim's Precipice|朝圣崖
Bashal'Aran Collapse|巴莎兰废墟
The Howling Oak|风嚎橡树
Mount Akher|埃卡赫尔山
Tombs of the Precursors|先贤陵墓
Arsad Trade Post|阿萨德贸易站
Darkspear Shore|暗矛海岸
The Deathknell Graves|丧钟镇墓地
Murkdeep Cavern|深暗洞穴
Keset Pass|柯塞特小径
Ahn'Qiraj: The Fallen Kingdom|安其拉：堕落王国
Surveyors' Outpost|勘测员前哨
M.A.C. Diver|M.A.C.深潜者
Tomb of the Sun King|太阳王陵墓
The Circle of Life|生命法阵
Schnottz's Hostel|司克诺兹的宿舍
Halls of Origination Entrance|起源大厅入口
The Vortex Pinnacle Entrance|旋云之巅入口
Goodgrub Smoking Pit|精掘烟熏坑
The Catacombs|墓穴
Snowden Chalet|雪山小屋
The Steam Pools|蒸汽之池
Beryl Egress|蓝玉避难所
Lost City of the Tol'vir Entrance|托维尔失落之城入口
Atulhet's Tomb|阿图希特陵墓
Vir'naal Oasis|维尔纳尔绿洲
Vir'naal Lake|维尔纳尔湖
Vir'naal River Delta|维尔纳尔三角洲
Fortune's Fist|财富之拳
The Commons|平民区
Duskmist Shore|暮霭海滩
Brashtide Attack Fleet|急浪攻击舰队
Firelands|火焰之地
Twilight Camp|暮光营地
Camp Mojache Longhouse|莫沙彻营地长屋
Scott's Spooky Area|斯考特的恐怖地带
Falconwing Inn|鹰翼旅店
Nordrassil Inn|诺达希尔旅店
Whelgar's Retreat|维尔加居所
Molten Front|熔火前线
Sarahland|沙拉兰
The Wandering Isle|迷踪岛
Pei-Wu Forest|悲雾林
Malfurion's Breach|玛法里奥突破口
Ashen Fields|灰烬旷野
Magma Springs|熔岩之泉
Igneous Depths|火岩深渊
Forlorn Spire|荒芜尖塔
The Widow's Clutch|寡妇之巢
Wildflame Point|野火哨站
The Furnace|熔炉
The Molten Flow|熔火激流
Crumbling Stones|崩裂之石
Fireplume Peak|火羽峰
Ragnaros' Reach|拉格纳罗斯的领域
Dreadmist Camp|鬼雾营地
Rhyolith Plateau|雷奥利斯高台
Beth'tilac's Lair|贝丝缇拉克的巢穴
Flamebreach|火焰裂口
Shatterstone|破碎之石
Mortal's Demise|尘世之劫
Sulfuron Span|萨弗隆大桥
Sulfuron Keep Courtyard|萨弗隆城堡庭院
Sulfuron Keep|萨弗隆城堡
The Molten Fields|熔火旷野
Dragonmaw Stronghold|龙喉要塞
Thalassian Range|萨拉斯山脉
Amani Mountains|阿曼尼山岭
Nordune Ridge|诺尔度之脊
Darsok's Outpost|达索克前哨站
A Dark Place|阴暗之地
Cloudtop Terrace|云巅之台
The Jade Forest|翡翠林
Schnottz's Frigate|司克诺兹的护卫舰
Well of Eternity|永恒之井
End Time|时光之末
The Ridge of Ancient Flame|上古烈焰群山
Entryway of Time|时光入口
The Staidridge|顽石岭
The Anvil of Conflagration|厄火铁砧
Valley of the Four Winds|四风谷
Anvil of Conflagration|厄火铁砧
Temple of Five Dawns|五晨寺
The Path of Corruption|腐蚀小径
