The Clutch||Die Umklammerung|L’Étreinte|El Encierro|El Encierro|구속의 손아귀|Жемчужная ферма|关押所|窩巢
Steelspark Station||Station Stahlfunken|Poste d’Étinçacier|Estación Chispacero|Estación Chispacero|강철불꽃 거점|Станция Стализвон|钢烁哨站|鋼火崗哨
Bootlegger Outpost||Schmugglerposten|Avant-poste des Contrebandiers|Avanzada del Contrabandista|Avanzada del Contrabandista|밀조장이 전초기지|Стоянка бутлегеров|商旅哨站|私酒商哨站
Dunemaul Recruitment Camp||Rekrutierungslager der Dünenbrecher|Camp de recrutement Cognedune|Campo de Reclutamiento Machacaduna|Campo de Reclutamiento Machacaduna|모래망치 모집 야영장|Вербовочный лагерь Песчаного Молота|沙槌新兵营|砂槌招募營地
The Anvil of Flame||Der Amboss des Feuers|Enclume des Flammes|El Yunque de la Llama|El Yunque de la Llama|불꽃 모루|Кузня Пламени|烈焰铁砧|烈焰鐵砧
Tower of Estulan||Turm von Estulan|Tour d’Estulan|Torre de Estulan|Torre de Estulan|에스툴란의 탑|Башня Эстулана|埃斯图兰之塔|艾斯圖蘭之塔
Trueshot Point||Volltrefferposten|Pointe de Tir-Précis|Punta Alblanco|Punta Alblanco|정조준 초소|Лагерь Меткого Выстрела|强击哨站|強擊崗哨
The Inner Spire||Die Innere Spitze|La flèche Intérieure|Aguja Interior|Aguja Interior|내부 첨탑|Башня Сульфурона|内层尖塔|內塔
Pattymack Land||Pattymack-Land|Terres de Pattymack|Tierra de Pattymack|Tierra de Pattymack|패티맥의 땅|Земли Пэттимака|聚会岛|餅皮老兄之地
Budd's Dig||Budds Ausgrabung|Site de fouilles de Budd|Excavación de Budd|Excavación de Budd|버드의 발굴지|Раскопки Бадда|巴德的挖掘场|霸德挖掘場
Gorrok's Lament||Gorroks Klage|Lamentation de Gorrok|Lamento de Gorrok|Lamento de Gorrok|고로크의 슬픈 바다|Курган Горрока|格洛克的挽歌|哥羅克之悼
Feathermoon Stronghold||Mondfederfeste|Bastion de Pennelune|Bastión Plumaluna|Bastión Plumaluna|페더문 요새|Крепость Оперенной Луны|羽月要塞|羽月要塞
Fallowmere Inn||Brachweiherschenke|Auberge d’Aiguebrune|Posada de Merobarbecho|Taberna de Merobarbecho|팰로우미어 여관|Таверна Чистого Озера|法罗米尔旅店|法洛梅爾旅店
Slabchisel's Survey||Fliesmeißels Messstation|Mission de Cisepierre|Peritaje de Tallalosas|Peritaje de Tallalosas|슬랩치즐의 측량지|Привал Крепкой Стамески|硬凿勘测营|斯拉奇索勘察地
Tirth's Haunt||Tirths Heimsuchung|Antre de Tirth|Refugio de Tirth|Refugio de Tirth|틸스의 거처|Откос Тирта|提尔希的法阵|提爾斯鬼屋
Nethergarde Supply Camps||Versorgungslager von Nethergarde|Camps de ravitaillement de Rempart-du-Néant|Campamento de Suministros de Nethergarde|Campamento de Suministros de Nethergarde|네더가드 보급 기지|Лагерь поддержки Гарнизона|守望堡补给营|守望堡補給營地
Shattershore||Havarieküste|Rivage Ravagé|Costa Quebrada|Costa Quebrada|으스러진 바닷가|Берег Обломков|破碎海岸|破碎海岸
The Red Reaches||Die Roten Weiten|Les confins Rouges|Las Costas Rojas|Las Costas Rojas|붉은 굽이|Красные берега|赤色海岸|紅色海岸
Rockpool Village||Steinteich|Rochecave|Aldea Pozarroca|Aldea Pozarroca|바위웅덩이 마을|Деревня Каменистого Озера|岩池村|石塘村
Bloodwash Fighting Pits||Kampfplatz der Blutbrandung|Fosses de combat du Reflux sanglant|Fosos de lucha de La Playa de Sangre|Fosos de lucha de La Playa de Sangre|핏빛여울 전투 구덩이|Боевые ямы Кровавого Прибоя|血浪角斗场|血浴鬥坑
Bloodwash Shrine||Schrein der Blutbrandung|Sanctuaire du Reflux sanglant|Santuario de La Playa de Sangre|Santuario de La Playa de Sangre|핏빛여울 제단|Святилище Кровавого Прибоя|血浪神殿|血浴聖壇
Bloodwash Cavern||Höhle der Blutbrandung|Caverne du Reflux sanglant|Cueva de La Playa de Sangre|Cueva de La Playa de Sangre|핏빛여울 동굴|Пещера Кровавого Прибоя|血浪洞穴|血浴洞穴
Sunveil Excursion||Sonnenschleiers Exkursionstrupp|Expédition de Solevoile|Excursión Velosolar|Excursión Velosolar|해가림 탐험지|Экспедиция Солнечного Паруса|日纱考察营地|蔽日旅團
Dreadmaul Furnace||Schreckensfelssenke|Fournaise Cognepeur|Horno Machacamiedo|Horno Machacamiedo|우레망치 용광로|Горн Молота Ужаса|巨槌熔炉|巨槌熔爐
Sethria's Roost||Sethrias Nest|Perchoir de Sethria|Nidal de Sethria|Nidal de Sethria|세스리아의 보금자리|Гнездо Сетрии|塞西莉亚的栖地|賽瑟莉亞的棲息處
The Stonecore||Der Steinerne Kern|Le Cœur-de-Pierre|El Núcleo Pétreo|El Núcleo Pétreo|바위심장부|Каменные Недра|巨石之核|石岩之心
Quel'Dormir Gardens||Gärten von Quel'Dormir|Jardins de Quel’Dormir|Jardines de Quel'Dormir|Jardines de Quel'Dormir|쿠엘도르미르 정원|Сады Кель'Дормир|奎尔多米尔花园|奎多米爾花園
Nar'shola Terrace||Terrasse von Nar'shola|Terrasse de Nar’shola|Bancal de Nar'shola|Bancal de Nar'shola|나르숄라 계단지|Терраса Нар'шолы|纳舒拉平台|納爾朔拉殿堂
Northwatch Expedition Base Camp Inn||Gasthaus der Nordwachtexpedition|Auberge du camp de base de l’expédition de Guet-du-Nord|Posada del Campamento Base de la Expedición del Fuerte del Norte|Taberna del Campamento Base de la Expedición del Fuerte del Norte|북부감시 원정대 기지 여관|Гостиница экспедиции Северной стражи|北卫远征军营地酒馆|北方遠征隊營地旅館
Blackwing Descent||Pechschwingenabstieg|Descente de l’Aile noire|Descenso de Alanegra|Descenso de Alanegra|검은날개 강림지|Твердыня Крыла Тьмы|黑翼血环|黑翼陷窟
Frostmane Front||Frontlinie der Frostmähnen|Front Crins-de-Givre|Frente de Peloescarcha|Frente de Peloescarcha|서리갈기 싸움터|Передовая Мерзлогривов|霜鬃前线|霜鬃前線
Frostmane Retreat||Zuflucht der Frostmähnen|Retraite des Crins-de-Givre|Refugio Peloescarcha|Refugio Peloescarcha|서리갈기 은신처|Укрытие Мерзлогривов|霜鬃营地|霜鬃居所
The Crucible||Der Schmelztiegel|Le Creuset|El Crisol|El Crisol|도가니|Зал Испытаний|熔炉|大爐缸
Promontory Point||Das Kap|Le Promontoire|Alto del Promontorio|Alto del Promontorio|낭떠러지 거점|Подводный выступ|海角岗哨|岬點
Deepfin Ridge||Tiefenflossengrat|Crête Nagegouffre|Cresta de Aleta Profunda|Cresta de Aleta Profunda|심해지느러미 마루|Гряда Глубинных Плавников|深鳍海崖|深鰭山
Nightmare Depths||Die Alptraumtiefen|Profondeurs du Cauchemar|Profundidades de Pesadilla|Profundidades de Pesadilla|악몽의 나락|Глубины Кошмаров|梦魇深渊|夢魘深淵
The Scalding Chasm||Der Brühgraben|Le gouffre Brûlant|La Sima Escaldante|La Sima Escaldante|끓어오르는 협곡|Жгучий провал|火烟海沟|滾燙裂口
The Undershell||Muscheltiefe|La Coquoyeuse|La Concha Subterránea|La Concha Subterránea|지하껍질|Донный грот|海底巨蚌|海殼床
Pincer X2||Zange X2|Pinceur X2|Tenazario X2|Tenazario X2|쌍집게발호|Хват X2|扳钳X2号|鉗手X2
The Verne||Die Verne|Le Verni|El Verne|El Verne|베른호|"""Верн"""|凡尔纳号|維恩號
Sira'kess Front||Frontlinie der Sira'kess|Front de Sira’kess|Frente de Sira'kess|Frente de Sira'kess|시라케스 전초지|Берег Сира'кесс|希拉柯丝前哨|席拉克斯前線
The Battle for Gilneas (Old City Map)||Die Schlacht um Gilneas (Alte Stadtkarte)|La bataille de Gilnéas (ancienne carte de la ville)|La Batalla por Gilneas (Mapa de la antigua ciudad)|La Batalla por Gilneas (Mapa de la antigua ciudad)|길니아스 전투지 (구 도시 지도)|Битва за Гилнеас (старая карта города)|吉尔尼斯之战|吉爾尼斯之戰（舊城地圖）
Bahrum's Post||Bahrums Posten|Poste de Bahrum|Puesto de Bahrum|Puesto de Bahrum|바룸의 초소|Лагерь Бахрума|巴赫隆岗哨|巴盧姆崗哨
Ironforge Airfield||Flugplatz von Eisenschmiede|Aérodrome de Forgefer|Base Aérea de Forjaz|Base aérea de Forjaz|아이언포지 비행장|Аэродром Стальгорна|铁炉堡飞行器机坪|鐵爐堡機場
Nozzlepot's Outpost||Düsentopfs Außenposten|Avant-poste de Potuyère|Avanzada de Ollaboquilla|Avanzada de Ollaboquilla|노즐팟의 전초기지|Лагерь Котельника|诺兹波特的哨站|管壺前哨
Windshear Valley||Scherwindtal|Vallée des Cisailles|Valle Cortaviento|Valle Cortaviento|칼바람 골짜기|Долина Ветрорезов|风剪山谷|狂風谷
Galen's Fall||Galens Sturz|Chute de Galen|Caída de Galen|Caída de Galen|갈렌의 타락지|Удел Галена|加林之陨|加林之殞
Quel'Dormir Temple||Tempel von Quel'Dormir|Temple de Quel’Dormir|Templo de Quel'Dormir|Templo de Quel'Dormir|쿠엘도르미르 사원|Храм Кель'Дормир|奎尔多米尔神殿|奎多米爾神殿
Seat of Life||Sitz des Lebens|Siège de la vie|Trono de la Vida|Trono de la Vida|생명의 보좌|Трон Жизни|生命之座|生命之座
Seabrush||Meeresdickicht|Frôlemer|Malezamarina|Malezamarina|바다덤불|Донные заросли|画笔海岭|盛海林
Abandoned Reef||Das Verlassene Riff|Récif Abandonné|Arrecife Abandonado|Arrecife Abandonado|버려진 모래톱|Запустелый риф|被遗弃的珊瑚礁|廢棄的暗礁
Dragonmaw Port||Hafen des Drachenmals|Port Gueule-de-dragon|Puerto Faucedraco|Puerto Faucedraco|용아귀 항구|Порт Драконьей Пасти|龙喉港|龍喉港
The Krazzworks||Die Krazzwerke|Le Kraazar|La Krazzería|La Krazzería|크라즈작업장|Психходельня|卡拉兹工坊|克拉茲工坊
Bloodgulch||Blutschlucht|Goulet Sanglant|Garganta de Sangre|Garganta de Sangre|피투성이 협곡|Кровавое ущелье|溅血谷地|鮮血峽谷
The Gullet||Der Rachen|Le Gosier|La Garganta|La Garganta|예비 갱도|Глотка|咽喉洞|水道
Highbank||Hochstade|Hauterive|Bancalto|Bancalto|높은 둑|Высокий берег|滩头堡|高岸堡
Firebeard's Patrol||Feuerbarts Patrouille|Patrouille de Barbe-en-Feu|Patrulla de Barbafuego|Patrulla de Barbafuego|파이어비어드의 지구대|Дозор Огнебородов|焰须巡逻营|火鬍巡防地
Thundermar||Donnermar|Tonnemar|Bramal|Bramal|썬더마|Громтар|桑德玛尔|桑德瑪
Kirthaven||Kirthafen|Havran’iliz|||영면의 안식처|Кирт|库斯海文|柯特海文
Shimmering Expanse||Schimmernde Weiten|Étendues Chatoyantes|Extensión Bruñida|Extensión Bruñida|흐린빛 벌판|Мерцающий простор|烁光海床|閃光瀚洋
Abyssal Depths||Abyssische Tiefen|Profondeurs Abyssales|Profundidades Abisales|Profundidades Abisales|심연의 나락|Бездонные глубины|无底海渊|地獄深淵
Trade District||Der Handelsdistrikt|Quartier commerçant|Distrito de Mercaderes|Distrito de Mercaderes|상업 지구|Торговый квартал|贸易区|貿易區
Old Town||Die Altstadt|Vieille ville|Casco Antiguo|Casco Antiguo|구 시가지|Старый город|旧城区|舊城區
Dwarven District||Der Zwergendistrikt|Quartier des Nains|Distrito de los Enanos|Distrito de los Enanos|드워프 지구|Квартал дворфов|矮人区|矮人區
Cathedral Square||Der Kathedralenplatz|Place de la Cathédrale|Plaza de la Catedral|Plaza de la Catedral|대성당 광장|Соборная площадь|教堂广场|教堂廣場
The Park||Der Park|Le Parc|El Parque|El Parque|스톰윈드 공원|Парк|花园|花園
Mage Quarter||Das Magierviertel|Quartier des Mages|Barrio de los Magos|Barrio de los Magos|마법사 지구|Квартал Магов|法师区|法師區
Vermillion Redoubt||Zinnoberrefugium|La redoute Vermillon|Reducto Bermellón|Reducto Bermellón|주홍빛 보루|Гранатовый Редут|朱红庇护所|朱紅壁壘
Cleft of Shadow||Kluft der Schatten|Faille de l’Ombre|Circo de las Sombras|Circo de las Sombras|어둠의 틈|Расселина Теней|暗影裂口|暗影裂口
The Drag||Die Gasse|La Herse|La Calle Mayor|La Calle Mayor|골목길|Волок|暗巷区|暗巷區
Valley of Honor||Das Tal der Ehre|Vallée de l’Honneur|Valle del Honor|Valle del Honor|명예의 골짜기|Аллея Чести|荣誉谷|榮譽谷
Valley of Spirits||Das Tal der Geister|Vallée des Esprits|Valle de los Espíritus|Valle de los Espíritus|정기의 골짜기|Аллея Духов|精神谷|精神谷
Valley of Strength||Das Tal der Stärke|Vallée de la Force|Valle de la Fuerza|Valle de la Fuerza|힘의 골짜기|Аллея Силы|力量谷|力量谷
Valley of Wisdom||Das Tal der Weisheit|Vallée de la Sagesse|Valle de la Sabiduría|Valle de la Sabiduría|지혜의 골짜기|Аллея Мудрости|智慧谷|智慧谷
The Severed Span||Der Geteilte Übergang|Le viaduc Rompu|Tramoduro|Tramoduro|부러진 교각|Раздробленный надел|断桥|切裂的大橋
Hogger Hill||Hoggerhügel|Colline de Lardeur|Colina de Hogger|Colina de Hogger|들창코 언덕|Холм Дробителя|霍格山|霍格嶺
Goldtooth's Den||Goldzahns Lager|Tanière de Dent-d’or|Cubil de Dientes de Oro|Cubil de Dientes de Oro|황금니 소굴|Берлога Фикса|金牙的巢穴|金牙的巢穴
Crushcog's Arsenal||Ritzelstoß' Arsenal|Arsenal de Brisedent|Arsenal de Prensadiente|Arsenal de Prensadiente|크러쉬코그의 무기고|Арсенал Шестерямстера|碎轮的军械库|碾輪兵工廠
The Toxic Airfield||Der Toxische Flugplatz|L’aérodrome Toxique|La Base Aérea Tóxica|La Base Aérea Tóxica|맹독 비행장|Зараженный аэродром|剧毒机场|劇毒機場
The Tidebreaker||Die Gezeitenbrecher|La Déferlante|El Rompemareas|El Rompemareas|너울파괴자호|"""Рассекающий Волны"""|破潮者号|破潮者
Voldrin's Hold||Voldrins Mut|Bastion de Voldrin|Bastión de Voldrin|Bastión de Voldrin|볼드린의 장악호|"""Крепость Волдрина"""|沃德林之拥号|佛德林堡號
Stygian Bounty||Höllenjuwel|Bonnet stygien|Recompensa Estigia|Recompensa Estigia|저승의 자비호|"""Стигийская Награда"""|冥河恩赐号|冥河賞金號
Galerek's Remorse||Galereks Sühne|Le remords de Galerek|Remordimiento de Galerek|Remordimiento de Galerek|갈레렉의 후회호|Раскаяние Галерека|盖尔雷克的悔恨|加勒雷克之痛
The Iron Reaper||Die Eisenrächer|La Faucheuse de fer|La Segadora de Hierro|La Segadora de Hierro|무쇠 사신호|"""Железный Жнец"""|铁之收割者|鋼鐵收割者
The Intrepid||Die Kühnheit|L’Intrépide|El Intrépido|El Intrépido|용감무쌍호|Отважный|无畏号|無畏號
The Cape of Stranglethorn||Das Schlingendornkap|Cap Strangleronce|El Cabo de Tuercespina|El Cabo de Tuercespina|가시덤불 곶|Мыс Тернистой долины|荆棘谷海角|荊棘谷海角
Ahn'Qiraj Terrace||Die Terrasse von Ahn'Qiraj|Terrasse d’Ahn’Qiraj|Bancal de Ahn'Qiraj|Bancal de Ahn'Qiraj|안퀴라즈 정원|Терраса Ан'Киража|安其拉平台|安其拉殿堂
Mortwake's Tower||Jagdrufs Turm|Tour de Morteveille|Torre Mortoalerta|Torre Mortoalerta|몰트웨이크의 탑|Башня Мортвейка|摩特维克之塔|摩特維克之塔
The Raging Chasm||Der Rasende Schlund|Le gouffre Déchaîné|La Sima Enfurecida|La Sima Enfurecida|분노의 협곡|Бушующая пропасть|地怒裂口|狂怒裂谷
Jagged Wastes||Zackenwüste|Désert Déchiqueté|Ruinas Dentadas|Ruinas Dentadas|톱니 황무지|Бугристые пустоши|崎石废土|鋸齒荒地
Scoured Reach||Geschliffener Schlund|Les confins Creusés|Tramo de Rozas|Tramo de Rozas|세찬물결 굽이|Изъеденный овраг|蚀沙荒漠|沖蝕之境
Crumbling Depths||Bruchtiefen|Les profondeurs Désagrégées|Profundidades Desmoronadas|Profundidades Desmoronadas|무너지는 심연|Гремящие глубины|碎岩之渊|破碎深淵
Shuddering Spires||Berstende Säulen|Flèches Frissonnantes|Agujas Estremecedoras|Agujas Estremecedoras|몸서리 첨탑|Дрожащие Вершины|颤石塔林|戰慄尖柱
The Pale Roost||Der Bleiche Hort|Le perchoir Diaphane|El Nidal Pálido|El Nidal Pálido|으스름 보금자리|Белое гнездовье|苍白栖地|蒼白棲息地
Therazane's Throne||Therazanes Thron|Trône de Therazane|Trono de Therazane|Trono de Therazane|테라제인의 옥좌|Трон Теразан|塞拉赞恩的王座|瑟拉贊恩王座
Halcyon Egress||Der Halcyonaufstieg|Émergence d’Halcyon|Egreso Próspero|Egreso Próspero|평온의 출구|Предел Безмятежности|哈尔西恩法阵|翠鳥出口
Twilight Precipice||Zwielichthang|Précipice du Crépuscule|Precipicio Crepuscular|Precipicio Crepuscular|황혼의 낭떠러지|Сумеречная пропасть|暮光绝壁|暮光絕壁
Lorthuna's Gate||Lorthunas Tor|Porte de Lorthuna|Puerta de Lorthuna|Puerta de Lorthuna|로르투나의 문|Врата Лортуны|洛苏娜之门|洛舒娜之門
Verlok Stand||Wacht Verlok|Séjour des verloks|Alto Verlok|Alto Verlok|베를로크 바윗부리|Верлок|维罗克岩台|維洛克看臺
Grolluk's Grave||Grolluks Grab|Tombe de Grolluk|Tumba de Grolluk|Tumba de Grolluk|그롤루크의 무덤|Могила Гроллука|格洛鲁克之墓|葛羅路克之墓
Crimson Expanse||Rubinspanne|Étendues Cramoisies|Extensión Carmesí|Extensión Carmesí|진홍 벌판|Багровый зал|赤红岩床|赤紅瀚洋
Temple of Earth||Tempel der Erde|Temple de la Terre|Templo de la Tierra|Templo de la Tierra|대지의 사원|Храм Земли|大地神殿|大地神殿
Swiftgear Station||Schnellschalts Station|Poste de Vifembraye|Estación Cambioveloz|Estación Cambioveloz|날쌘톱니 기지|Станция Бынструмента|飞轮工作站|迅輪崗哨
Greenwarden's Grove||Hain des Sumpfhüters|Bosquet du Gardien vert|Arboleda del Guardaverde|Arboleda del Guardaverde|신록수호자의 숲|Роща Стража Природы|绿色守卫者林地|綠意守望者之林
Hull of the Foebreaker||Rumpf der Feindbrecher|Coque du Tranche-menace|Casco del Rasgadversarios|Casco del Rasgadversarios|원수파괴자호 선체|"Остов ""Крушителя Врагов"""|荡寇号的船身|破敵者號的船體
Transport: Onyxia/Nefarian Elevator||Transport: Onyxia/Nefarian-Fahrstuhl|Transport : ascenseur Onyxia/Nefarian|Transporte - Ascensor Onyxia/Nefarian|Transporte - Ascensor Onyxia/Nefarian|이동: 오닉시아/네파리안 승강기|Транспорт: подъемник от Ониксии к Нефариану|运输工具：奥尼克西亚/奈法利安电梯|傳送: 奧妮克希亞/奈法利安升降梯
Storm's Fury Wreckage||Wrack der Sturmfuror|Épave de la Furie de l’orage|Restos de la Furia de la Tormenta|Restos de la Furia de la Tormenta|폭풍 강타호 잔해|"Место крушения ""Неистовства Бури"""|风暴之怒号残骸|風暴之怒殘骸
Stormwind Lake||Sturmwindsee|Lac de Hurlevent|Lago de Ventormenta|Lago de Ventormenta|스톰윈드 호수|Озеро Штормграда|暴风湖|暴風湖
Llane's Oath||Llanes Schwur|Serment de Llane|Juramento de Llane|Juramento de Llane|레인의 서약지|Присяга Ллейна|莱恩之誓|萊恩之誓
Olivia's Pond||Olivias Teich|Étang d’Olivia|Estanque de Olivia|Estanque de Olivia|올리비아의 연못|Пруд Оливии|奥莉维亚的水池|奧利維亞的池塘
The Sundering||Die Zerschlagung|La Fracture|El Cataclismo|El Cataclismo|세계의 분리|Разлом|地陷裂口|大裂層
Yowler's Den||Jaulers Höhle|Tanière de Couineur|Cubil de Ululante|Cubil de Ululante|요울러의 소굴|Логово Изувоя|犹勒之巢|猶勒的巢穴
Scar of the Worldbreaker||Narbe des Weltenbrechers|Balafre du Brise-monde|Cicatriz del Rompemundos|Cicatriz del Rompemundos|세계파괴자의 흉터|Разлом разрушителя миров|灭世者之痕|碎界者之痕
Stormfeather Outpost||Sturmfederaußenposten|Avant-poste de Plumorage|Avanzada Tempespluma|Avanzada Tempespluma|폭풍깃털 전초기지|Лагерь Грозового Крыла|风暴之羽哨站|風暴之羽崗哨
Shalewind Canyon||Schieferwindtal|Canyon Vent-de-schiste|Cañón del Viento Calizo|Cañón del Viento Calizo|혈암풍 협곡|Каньон Глинистого Ветра|岩页峡谷|岩風峽谷
Keeshan's Post||Keeshans Posten|Poste de Keeshan|Puesto de Keeshan|Puesto de Keeshan|키샨의 전초기지|Лагерь Кишана|基沙恩的哨站|基沙恩崗哨
Camp Everstill||Immerruhlager|Camp Placide|Campamento Sempiterno|Campamento Sempiterno|영원고요 야영지|Лагерь Безмолвия|止水湖营地|止水營地
Tower Watch||Turmwacht|Tour de guet|Avanzada de la Torre|Avanzada de la Torre|탑 감시초소|Часовая башня|瞭望塔|警戒塔
Upper Silvermarsh||Obere Silbermarschen|Marécage Argenté supérieur|Marjal Argenta Superior|Marjal Argenta Superior|은빛늪지 상류|Верховье Серебристой топи|上层银沼|銀之沼澤上層
Lower Silvermarsh||Untere Silbermarschen|Marécage Argenté inférieur|Marjal Argenta Inferior|Marjal Argenta Inferior|은빛늪지 하류|Низина Серебристой топи|下层银沼|銀之沼澤下層
Stonehearth||Steinruh|Âtrepierre|Hogar Pétreo|Hogar Pétreo|돌난로|Каменный очаг|巨石之炉|石爐
Fractured Front||Zerrissene Front|Front Ravagé|Frente Fracturado|Frente Fracturado|무너진 전초지|Разбитая передовая|碎裂前线|崩裂的前線
Orgrimmar Embassy||Die Botschaft von Orgrimmar|Ambassade|Embajada de Orgrimmar|Embajada de Orgrimmar|오그리마 대사관|Посольство союзников Орды|奥格瑞玛大使馆|駐奧格瑪大使館
Trial of Frost||Prüfung des Frosts|L’Épreuve du Givre|Prueba de Escarcha|Prueba de Escarcha|서리의 시험장|Испытание холодом|冰霜试炼场|霜之試煉
The Bastion of Twilight||Die Bastion des Zwielichts|Le bastion du Crépuscule|El Bastión del Crepúsculo|El Bastión del Crepúsculo|황혼의 요새|Сумеречный бастион|暮光堡垒|暮光堡壘
Quartzite Basin||Quarzitbecken|Bassin de Quartzite|Cuenca de Cuarcita|Cuenca de Cuarcita|규암 분지|Кварцитовая впадина|石英盆地|石英盆地
Remains of the Fleet||Überreste der Flotte|Vestiges de la flotte|Restos de la Flota|Restos de la Flota|함대의 잔해|Остатки Флота|残存的舰队|艦隊殘骸
Sanctum of the Prophets||Sanktum der Propheten|Sanctum des Prophètes|Sagrario de los Profetas|Sagrario de los Profetas|예언자의 성소|Святилище Прорицателей|先知圣殿|預言者聖域
Fungal Deep||Fungustiefe|Les profondeurs Fongiques|Profundidades Fungal|Profundidades Fungal|버섯 골짜기|Грибные Глубины|真菌洞穴|蘑菇縱谷
Stranglethorn Vale||Schlingendorntal|Vallée de Strangleronce|Vega de Tuercespina|Vega de Tuercespina|가시덤불 골짜기|Тернистая долина|荆棘谷|荊棘谷
Hall of Arms||Halle der Waffen|Salle d’armes|Sala de Armas|Sala de Armas|전투의 전당|Оружейная|武器大厅|武器大廳
Hall of Explorers||Halle der Forscher|Hall des Explorateurs|Sala de los Expedicionarios|Sala de los Expedicionarios|탐험가의 전당|Зал Исследователей|探险者大厅|探險者大廳
The Great Forge||Die Große Schmiede|La Grande forge|La Gran Fundición|La Gran Fundición|대용광로|Великая Кузня|大锻炉|大鍛爐
The Military Ward||Das Militärviertel|La Garde militaire|La Sala Militar|La Sala Militar|군사 지구|Палаты Войны|军事区|軍事區
The Mystic Ward||Das Mystikerviertel|La Garde mystique|La Sala Mística|La Sala Mística|마법 지구|Палаты Магии|秘法区|秘法區
Stormwind City Cemetery||Friedhof von Sturmwind|Cimetière de Hurlevent|Cementerio de la Ciudad de Ventormenta|Cementerio de la Ciudad de Ventormenta|스톰윈드 묘지|Городское кладбище Штормграда|暴风城公墓|暴風城墓園
Render's Crater||Renders Krater|Cratère des Étripeurs|Cráter de Render|Cráter de Render|약탈의 분화구|Кратер Ренда|撕裂者巨坑|撕裂者盆地
Alliance Mercenary Ship to Vashj'ir||Allianzsöldnerschiff nach Vashj'ir|Navire mercenaire de l’Alliance vers Vashj’ir|Barco mercenario de la Alianza a Vashj'ir|Barco mercenario de la Alianza a Vashj'ir|바쉬르행 얼라이언스 용병선|Корабль наемников Альянса до Вайш'ира|前往瓦丝琪尔的联盟商船|前往瓦許伊爾的聯盟傭兵船隻
Needlerock Slag||Nadelfelsbruch|Scories-de-Rochepointe|Fosa Rocaguja|Fosa Rocaguja|가시바위 잔여지|Шлаковый зал|针石熔渣场|針岩熔渣
Needlerock Chasm||Nadelfelsschlucht|Gouffre de Rochepointe|Sima Rocaguja|Sima Rocaguja|가시바위 협곡|Провал Каменных Игл|针石裂口|針岩裂谷
Ruins of Gilneas City||Gilneas|Ruines de Gilnéas (ville)|Ruinas de la Ciudad de Gilneas|Ruinas de la Ciudad de Gilneas|길니아스 시 폐허|Гилнеас|吉尔尼斯城废墟|吉爾尼斯城廢墟
Alabaster Shelf||Alabasterschelf|Corniche d’Albâtre|Saliente Alabastro|Saliente Alabastro|무쇠 벼랑|Алебастровый шельф|雪玉岩床|雪白岩架
Verrall Delta||Flussdelta des Verrall|Delta de la Verralle|Delta del Verrall|Delta del Verrall|베랄 삼각주|Дельта Вералла|瓦拉尔三角洲|維羅河三角洲
Twilight Overlook||Zwielichtwarte|Surplomb du Crépuscule|Mirador Crepuscular|Mirador Crepuscular|황혼 전망대|Дозорный холм Сумеречного Молота|暮光瞭望台|暮光瞰臺
Abyssion's Lair||Abyssions Hort|Repaire d’Abyssion|Guarida de Abismion|Guarida de Abismion|어비시온의 보금자리|Логово Абиссия|艾比希昂的巢穴|艾碧希翁的巢穴
Grommash Hold||Die Feste Grommash|Fort Grommash|Fuerte Grommash|Fuerte Grommash|그롬마쉬 요새|Крепость Громмаш|格罗玛什要塞|葛羅瑪許堡
The Quaking Fields||Die Bebenden Felder|Les fonds Tremblants|Los Campos Convulsos|Los Campos Convulsos|전율하는 들판|Грот Обвалов|地震旷野|破碎曠野
Deathwing's Fall||Todesschwinges Sturz|La Chute d’Aile de mort|Caída de Alamuerte|Caída de Alamuerte|데스윙의 몰락지|Кратер Смертокрыла|死亡之翼陨落地|死翼之殞
The Menders' Stead||Die Stätte der Heiler|Le bivouac des Soigneurs|La Finca de los Ensalmadores|La Finca de los Ensalmadores|치유사의 처소|Участок Целителей Земли|治愈者营地|治癒者崗哨
Avalanchion's Vault||Lavinius' Gewölbe|Caveau d’Avalanchion|Cámara de Avalanchion|Cámara de Avalanchion|아발란치온의 석굴|Пещера Лавиниона|阿瓦兰奇奥的地穴|阿瓦蘭奇奧穹殿
Forsaken High Command||Kommandozentrale der Verlassenen|Haut-commandement Réprouvé|Alto Mando Renegado|Alto Mando Renegado|포세이큰 고위 사령부|Ставка Отрекшихся|被遗忘者统帅部|被遺忘者高階指揮所
Blackrock Caverns Entrance||Eingang zu den Schwarzfelshöhlen|Entrée des cavernes de Rochenoire|Entrada de las Cavernas Roca Negra|Entrada de las Cavernas Roca Negra|검은바위 동굴 입구|Пещеры Черной горы|黑石岩窟入口|黑石洞穴入口
Wreckage of the Silver Dawning||Das Wrack der Silbermorgen|Épave de l’Aube argentée|Restos del Amanecer de Plata|Restos del Amanecer de Plata|은빛 새벽호의 잔해|"Место крушения ""Серебряной зари"""|银色清晨号的船骸|銀色清晨號沉沒之地
The Abyssal Maw||Der Meeresschlund|La Gueule des abysses|Fauce Abisal|Fauce Abisal|심연의 구렁|Бездонная пучина|深渊之喉|深淵之喉
